customer_tweet_id,customer_message,support_response,training_intent
884055,"Dear @115888 why don't you have a more social app. Something where you can share, suggest and discuss music?","@329938 Hi, we can see how that’d be useful! Suggest it in our Community so you can get support from other fans: /GT",feature_feedback
968809,"@SpotifyCares done it, and it still won't scrobble.","@296952 Hmm. Does logging out, restarting your phone, and logging back in help at all? /YM",app_technical_issue
1776972,Ok @115888 you have things to explain here. Which playlists get me in #StrangersThings Mode,@533963 2: You can also get a personalized Stranger Things playlist at Check it out /BH,content_library
1266592,@SpotifyCares have charged me full instead of student :(,"@416567 Hey Jake, that doesn't sound cool! Can you DM us your account's email address? We'll check backstage /GK",student_plan
1579914,Why when Im trying to listen to an artist on @115888 does it decide to play other artists? If I wanted to listen to them I would but I dont,@486469 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF,playback_issue
2290706,@SpotifyCares still waiting on y’all to find a solution to my problem!,@665382 Hey! We've replied to your DM. Check it out and we'll continue over there /RC,other_unclear
2378278,@115888 PLEASEEEEE put @167274 acid rap album on!! It’s been so long now,"@685882 Hey Cassidy! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RH",content_library
1595435,@SpotifyCares I did but I need good music though Apple music doesn't have the music I like. All youtubers put their music on spotify only,@186850 We hear you 🎧 Rest assured your feedback will be passed on to the right folks /DF,feature_feedback
1372929,@SpotifyCares Matsubs I'd Love to change the World (Remix) and dats it..,@439536 Thank you for the info! Here you go: Enjoy it and keep it cool 🎧 /MT,content_library
2158601,"@SpotifyCares My premium is almost up and ends on Friday. I bought a new visa gift card to renew it and every time I do it keeps giving me the same message, saying things like Oops , seems like your card or payment provider is having a bad day. I just want to keep premium, help.",@634060 Hey Caleb! We've just sent a DM your way. Let's carry on chatting there /AN,billing_payment
2926306,"@SpotifyCares Been there, done that. Your move, Spotify. PS. We really like your service!","@809661 No worries! Just keep an eye out for any updates. We'll also make sure to pass on your feedback to the team. If you need anything else, give us a shout /RB",other_unclear
2037265,@SpotifyCares I already paid for premium account last night but I still don't get my premium features.,"@602360 Hey Dian, help's arrived! Could you DM us your username and email address? We'll take a look backstage /JQ",premium_subscription
1364039,@SpotifyCares dm me,@437609 Hey Jake! Can you DM us with details on your issue? We'll be right here /TF,other_unclear
2699821,"@SpotifyCares iPhone model SE and on the latest iOS , Spotify premium family and this happens whenever I play music whether it’s through aux, Bluetooth or through the phone speakers","@758475 Thanks for the info. Just to check, does this happening with any other streaming apps on your phone? /LM",playback_issue
1787274,"@SpotifyCares Hey, you guys are doing great. Fantastic even. Quick suggestion: can I please rewind in Daily Mixes from the control Center?","@536942 Hey Jemele, help's here! Could you let us know what you mean by rewind? We'll see what we can suggest 🙂 /CG",feature_feedback
1875143,@115888 none of my playlists are working when I press shuffle. Wyd?,"@559782 Hey, that's not cool! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /CH",playback_issue
2707737,@116380 if deleted my Facebook account and now cannot access my spotify account. Help.,"@760414 Hey James, help's here! Could you send us a DM with your account's email address? We'll take a look backstage /CH",account_access
1658429,@115888 I use fb for goodreads but there's a way to disconnect the app to fb.,@505993 Hey there! Can you DM us your account's email address or username? We'll check backstage /AR,account_access
659574,"@115888 Will the rest of Lil peep's songs be added to spotify? (The way i see things, Star Shopping, I crash u crash and so on)","@277061 Hi there! We’d love to have all of his music available, but we have some info about content here: /FR",content_library
1272295,"@SpotifyCares I just submitted to claim one of my artist ""Free Waffle"" under the email __email__ can you speed up the verification process?",@270295 Thanks! We'd suggest deleting your tweet containing your email address and sending it to us via DM instead. Just use the Send a Private Message button above /QI,other_unclear
61178,"@SpotifyCares The US,, I'm sure they aren't available, they're pretty rare, to even buy","@130007 Thanks! We’ll have it available to you as soon as it’s available to us! For anything else, let us know /GU",content_library
573739,How do I convince @115888 @3493 that I'm a student? They don't seem to believe me.,@254898 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS,student_plan
1973078,"hey @117168 whose in charge of those ""this is"" collections of an artist once theyve passed or something? I'd like to request one for my dad Bobby Matos if possible. I'd be willing to help",@584385 2: Don't worry - we'll make sure to pass your suggestion on 🙂 /SY,feature_feedback
2218849,@SpotifyCares Thanks for the quick reply @SpotifyCares! I have spoken to @121122 about this too and it seems the issue was their end and has been fixed. I’m back to fantastic @116130 premium!! Have a great weekend,"@648177 Awesome, that's what we like to hear! If you need us again, just... 🙂 /AY",premium_subscription
1956879,@SpotifyCares I want to close my account but I can't access the email acct that the confirmation would be sent to - Solution? Ph# perhaps?!,"@580700 Hey Rachel, help's here! Could you DM us your account's username or email address? We'll take a look backstage /GU",account_access
722674,"@SpotifyCares It's been taken care of, thanks though!",@293038 No worries! Let us know if you ever need us again. We'd be... /RB,other_unclear
1517972,.@115888 stop taking Offset's songs off Spotify 😐,@472176 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /DF,content_library
1970195,@115888 FIX YOUR SHIT. I can’t fucking skip a song without my fucking music turning off you pieces of shit.,"@583629 Hey! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /PB",playback_issue
2677966,@115888 I have a premium account but no longer have access to the associated email address. Can you help me combine/transfer my membership?,"@512265 Hey Tatiana, help's here! Can you DM us your account's email address? We'll check backstage /GK",account_access
1844561,hey @115888 stop automatically playing songs by Shawn Mendes and Charlie Puth. I don't normally listen to their songs for a reason.,@552604 Hey there! Can you DM us your account's email address or username? We'll check backstage /AR,playback_issue
1218600,Also wish we could still send music through messages to friends @115888,@405613 We have some info about this here: Give us a shout if you have any other questions /PB,feature_feedback
1565397,@SpotifyCares can you please update VIXX's album ?,"@483264 Hi there! We’d love to have all of their stuff available, but we have some info about content here: /AU",content_library
1635375,@122986 @200998 @135616 @5800 @Spotifycares please support iPhone X 🙏,"@500247 Hey! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /DF",feature_feedback
288528,.@SpotifyCares please get rid of my Time Capsule playlist. It sucks. KTHXBYE.,@184737 Hi Anders! We'll make sure to pass your thoughts on to the right team. Give us a shout if there's anything else /AU,feature_feedback
2919313,@115888 what’s going on,"@808013 Hey there! We had a little hiccup backstage, but it should be working now. We're here if you need us /CE",other_unclear
2238193,@SpotifyCares Spotify will randomly connect to Web Player (which I never use). Logged out of all accounts and changed pwd - still happening.,"@652654 Hey Blake, help's here! Can you DM us your account's email address? We'll take a look backstage /SJ",app_technical_issue
2541150,Pourquoi est-ce que le client #Spotify est en écoute sur le réseau ? Encore du P2P ? Possible de désactiver ça sans passer par firewall ?,"@722557 Hi there! Yes, Spotify does this to be able to provide you with the smoothest streaming with no buffering times. The web player or mobile app doesn't have this though. You can try listening through the web player instead. Hope this info helps /GK",feature_feedback
1283006,@115888 after I play a song my music stops at the end of the song I have to close app and redo everything every time. Update in work ? Help,@420150 Hey! That's not cool. Are you getting any specific error messages? Can you also your device/OS and Spotify version? /YM,playback_issue
2653041,"@SpotifyCares I just renewed my student plan with Hulu, but Hulu says that it can't verify my account? I was using it just fine a few days ago, then I had to renew and after that I can't seem to use it anymore.",@748196 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,student_plan
1102741,Why don’t you show up on my iPhone lock screen anymore? @115888,@380216 Hi there! Can you let us know your iOS and Spotify versions? We'll see what we can suggest /NQ,app_technical_issue
2294409,"Why doesn't @115888 have a Shazam-like plugin to listen, identify & then ADD a song to a playlist... #YoureWelcome #RoyaltiesAccepted 😉",@666241 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,feature_feedback
430235,"@SpotifyCares I'm sure you'll have it in no time! I'm thankful you have arcade fire since I'm seeing them in a month, I need to brush up!",@217298 We hope so too. Feel free to tweet us if there's anything else /GK,other_unclear
926935,@SpotifyCares Did it go through? If not it's Jeremy Ferrick __email__,@189071 We'd suggest deleting your last tweet as it contains private info. We've sent a reply to your DM. Let's carry on chatting there /LP,other_unclear
1627431,@SpotifyCares I’ll try again and let you know,@498257 Sounds good! Keep us in the loop /C,other_unclear
2560563,"my spotify keeps logging me out as soon as i log in, idk what to do @115888","@726770 Hey there, help's here! Does restarting your device help? Keep us posted /CG",account_access
688092,"@115888 Cara langganan spotify gmn si? Sy pengguna spotify tp belum premium, pengen beralih k premium","@284366 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at /SJ",premium_subscription
44332,@115888 Why charged 129? I thought 9pesos only?,@265384 Hey Van! Can you DM us your account's email address? We'll have a look /KT,billing_payment
783485,@SpotifyCares No help what do ever,@307002 We've just replied to your DM! Let's carry on chatting there /C,other_unclear
1017200,"@SpotifyCares my account is showing as 'free', but I pay each month. baz_shaz@hotmail and account name barchb. Paid on 6th Oct via paypal",@360674 2: Could you send everything over to us via DM instead? We'll keep an eye out for it. We'll check on things backstage /GN,premium_subscription
2866631,@SpotifyCares That’s super disappointing. That thread was started over 3 years ago and no comment? Come on.,"@796177 We understand how you feel. Don't worry, we'll make sure to pass on your feedback to the team /RB",feature_feedback
1836173,@115888 @SpotifyCares I have uninstalled and reinstalled a few times and still nothing,@438700 Hey Kyle! Could you let us know if you're seeing any error messages when trying to play his music? Keep us posted /CG,playback_issue
671397,Where is the search options? @SpotifyCares,"@280181 Hey Bryan, help's here! Best thing to try here is a reinstall. Just follow the steps at Let us know how it goes /MX",app_technical_issue
1934521,@115888 my dad is about to get the YouTube family play. How do I get him on Spotify instead😫,@575608 2: together. More info here: Give us a shout if you need help with anything else /MT,family_plan
1720285,@SpotifyCares Todrick Hall’s Straight Outta Oz album has cracking sounds throughout the whole album,"@520664 Got it. The album plays well on our end. Could you get back to us with the device, OS, and Spotify version you're using? /MT",playback_issue
688569,Someone is definitely using my Spotify I have no idea what this music is or why it's in my recently played @115888,"@284504 Hey, that doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /NY",account_access
496132,@SpotifyCares Done,"@155510 We're sorry, your tweet doesn't contain any screenshots. Can you give it one more shot? /TF",other_unclear
965869,@SpotifyCares When will Spotify be launched in India?,@349214 Hey! We're launching in new countries as often as possible. Be sure to add your email at /DF,other_unclear
2040139,@115888 how do I cancel a premium subscription that is taking out a payment on my credit card but doesn't show on my on my Spotify acc?,"@603231 Hey Michael, help's here! Can you DM us all possible email addresses or usernames you might've used for Spotify? We'll check backstage /JE",billing_payment
1502072,@SpotifyCares having trouble signing up for premium,@468649 Hey! We've just sent a DM your way. Let's carry on chatting there /AN,premium_subscription
1004080,@125633 hi how come spotify stats havent updated today? Its not just mine its everyones on multiple devices 😫,@357654 Hey! Sorry to hear that. Could you DM us your artist URI? We'll take a look /Q,app_technical_issue
1043595,@SpotifyCares Omg thanks! 🙏,"@366788 You're welcome! We're always here to lend a helping hand. If you ever need anything else, just shout and we'll come running 🏃 /DQ",other_unclear
2219836,Smh @116130 these ads getting too long,"@648414 Hey! Thanks for your feedback. Don't worry, we'll pass it on to our Ads team /RC",feature_feedback
